Mod:Item:MetaData, Localized Name
gregtech:wire_hex:100, 16x Silver Wire
gregtech:wire_hex:324, 16x Steel Wire
gregtech:wire_hex:112, 16x Tin Wire
gregtech:wire_hex:130, 16x Trinium Wire
gregtech:wire_hex:128, 16x Tritanium Wire
gregtech:wire_hex:115, 16x Tungsten Wire
gregtech:wire_hex:2013, 16x Tungstensteel Wire
gregtech:wire_hex:430, 16x Uranium Rhodium Dinaquadide Wire
gregtech:wire_hex:427, 16x Uranium Triplatinum Wire
gregtech:wire_hex:334, 16x Vanadium-Gallium Wire
gregtech:wire_hex:32011, 16x material.vibrant_alloy Wire
gregtech:wire_hex:338, 16x Yttrium Barium Cuprate Wire
gregtech:cable_single:2, 1x Aluminium Cable
gregtech:cable_single:252, 1x Annealed Copper Cable
gregtech:cable_single:2011, 1x Black Steel Cable
gregtech:cable_single:2527, 1x Blue Alloy Cable
gregtech:cable_single:23, 1x Cobalt Cable
gregtech:cable_single:25, 1x Copper Cable
gregtech:cable_single:274, 1x Cupronickel Cable
gregtech:cable_single:32020, 1x Draconium Cable
gregtech:cable_single:32021, 1x Awakened Draconium Cable
gregtech:cable_single:32017, 1x material.electrical_steel Cable
gregtech:cable_single:277, 1x Electrum Cable
gregtech:cable_single:32012, 1x material.energetic_alloy Cable
gregtech:cable_single:33, 1x Europium Cable
gregtech:cable_single:41, 1x Gold Cable
gregtech:cable_single:342, 1x Graphene Cable
gregtech:cable_single:2516, 1x HSS-G Cable
gregtech:cable_single:51, 1x Iron Cable
gregtech:cable_single:288, 1x Kanthal Cable
gregtech:cable_single:55, 1x Lead Cable
gregtech:cable_single:124, 1x Naquadah Cable
gregtech:cable_single:2042, 1x Naquadah Alloy Cable
gregtech:cable_single:294, 1x Nichrome Cable
gregtech:cable_single:69, 1x Nickel Cable
gregtech:cable_single:295, 1x Niobium Nitride Cable
gregtech:cable_single:296, 1x Niobium-Titanium Cable
gregtech:cable_single:75, 1x Osmium Cable
gregtech:cable_single:80, 1x Platinum Cable
gregtech:cable_single:2517, 1x Red Alloy Cable
gregtech:cable_single:100, 1x Silver Cable
gregtech:cable_single:324, 1x Steel Cable
gregtech:cable_single:112, 1x Tin Cable
gregtech:cable_single:130, 1x Trinium Cable
gregtech:cable_single:128, 1x Tritanium Cable
gregtech:cable_single:115, 1x Tungsten Cable
gregtech:cable_single:2013, 1x Tungstensteel Cable
gregtech:cable_single:334, 1x Vanadium-Gallium Cable
gregtech:cable_single:32011, 1x material.vibrant_alloy Cable
gregtech:cable_single:338, 1x Yttrium Barium Cuprate Cable
gregtech:cable_double:2, 2x Aluminium Cable
gregtech:cable_double:252, 2x Annealed Copper Cable
gregtech:cable_double:2011, 2x Black Steel Cable
gregtech:cable_double:2527, 2x Blue Alloy Cable
gregtech:cable_double:23, 2x Cobalt Cable
gregtech:cable_double:25, 2x Copper Cable
gregtech:cable_double:274, 2x Cupronickel Cable
gregtech:cable_double:32020, 2x Draconium Cable
gregtech:cable_double:32021, 2x Awakened Draconium Cable
gregtech:cable_double:32017, 2x material.electrical_steel Cable
gregtech:cable_double:277, 2x Electrum Cable
gregtech:cable_double:32012, 2x material.energetic_alloy Cable
gregtech:cable_double:33, 2x Europium Cable
gregtech:cable_double:41, 2x Gold Cable
gregtech:cable_double:342, 2x Graphene Cable
gregtech:cable_double:2516, 2x HSS-G Cable
gregtech:cable_double:51, 2x Iron Cable
gregtech:cable_double:288, 2x Kanthal Cable
gregtech:cable_double:55, 2x Lead Cable
gregtech:cable_double:124, 2x Naquadah Cable
gregtech:cable_double:2042, 2x Naquadah Alloy Cable
gregtech:cable_double:294, 2x Nichrome Cable
gregtech:cable_double:69, 2x Nickel Cable
gregtech:cable_double:295, 2x Niobium Nitride Cable
gregtech:cable_double:296, 2x Niobium-Titanium Cable
gregtech:cable_double:75, 2x Osmium Cable
gregtech:cable_double:80, 2x Platinum Cable
gregtech:cable_double:2517, 2x Red Alloy Cable
gregtech:cable_double:100, 2x Silver Cable
gregtech:cable_double:324, 2x Steel Cable
gregtech:cable_double:112, 2x Tin Cable
gregtech:cable_double:130, 2x Trinium Cable
gregtech:cable_double:128, 2x Tritanium Cable
gregtech:cable_double:115, 2x Tungsten Cable
gregtech:cable_double:2013, 2x Tungstensteel Cable
gregtech:cable_double:334, 2x Vanadium-Gallium Cable
gregtech:cable_double:32011, 2x material.vibrant_alloy Cable
gregtech:cable_double:338, 2x Yttrium Barium Cuprate Cable
gregtech:cable_quadruple:2, 4x Aluminium Cable
gregtech:cable_quadruple:252, 4x Annealed Copper Cable
gregtech:cable_quadruple:2011, 4x Black Steel Cable
gregtech:cable_quadruple:2527, 4x Blue Alloy Cable
gregtech:cable_quadruple:23, 4x Cobalt Cable
gregtech:cable_quadruple:25, 4x Copper Cable
gregtech:cable_quadruple:274, 4x Cupronickel Cable
gregtech:cable_quadruple:32020, 4x Draconium Cable
gregtech:cable_quadruple:32021, 4x Awakened Draconium Cable
gregtech:cable_quadruple:32017, 4x material.electrical_steel Cable
gregtech:cable_quadruple:277, 4x Electrum Cable
gregtech:cable_quadruple:32012, 4x material.energetic_alloy Cable
gregtech:cable_quadruple:33, 4x Europium Cable
gregtech:cable_quadruple:41, 4x Gold Cable
gregtech:cable_quadruple:342, 4x Graphene Cable
gregtech:cable_quadruple:2516, 4x HSS-G Cable
gregtech:cable_quadruple:51, 4x Iron Cable
gregtech:cable_quadruple:288, 4x Kanthal Cable
gregtech:cable_quadruple:55, 4x Lead Cable
gregtech:cable_quadruple:124, 4x Naquadah Cable
gregtech:cable_quadruple:2042, 4x Naquadah Alloy Cable
gregtech:cable_quadruple:294, 4x Nichrome Cable
gregtech:cable_quadruple:69, 4x Nickel Cable
gregtech:cable_quadruple:295, 4x Niobium Nitride Cable
gregtech:cable_quadruple:296, 4x Niobium-Titanium Cable
gregtech:cable_quadruple:75, 4x Osmium Cable
gregtech:cable_quadruple:80, 4x Platinum Cable
gregtech:cable_quadruple:2517, 4x Red Alloy Cable
gregtech:cable_quadruple:100, 4x Silver Cable
gregtech:cable_quadruple:324, 4x Steel Cable
gregtech:cable_quadruple:112, 4x Tin Cable
gregtech:cable_quadruple:130, 4x Trinium Cable
gregtech:cable_quadruple:128, 4x Tritanium Cable
gregtech:cable_quadruple:115, 4x Tungsten Cable
gregtech:cable_quadruple:2013, 4x Tungstensteel Cable
gregtech:cable_quadruple:334, 4x Vanadium-Gallium Cable
gregtech:cable_quadruple:32011, 4x material.vibrant_alloy Cable
gregtech:cable_quadruple:338, 4x Yttrium Barium Cuprate Cable
gregtech:cable_octal:2, 8x Aluminium Cable
gregtech:cable_octal:252, 8x Annealed Copper Cable
gregtech:cable_octal:2011, 8x Black Steel Cable
gregtech:cable_octal:2527, 8x Blue Alloy Cable
gregtech:cable_octal:23, 8x Cobalt Cable
gregtech:cable_octal:25, 8x Copper Cable
gregtech:cable_octal:274, 8x Cupronickel Cable
gregtech:cable_octal:32020, 8x Draconium Cable
gregtech:cable_octal:32021, 8x Awakened Draconium Cable
gregtech:cable_octal:32017, 8x material.electrical_steel Cable
gregtech:cable_octal:277, 8x Electrum Cable
gregtech:cable_octal:32012, 8x material.energetic_alloy Cable
gregtech:cable_octal:33, 8x Europium Cable
gregtech:cable_octal:41, 8x Gold Cable
gregtech:cable_octal:342, 8x Graphene Cable
gregtech:cable_octal:2516, 8x HSS-G Cable
gregtech:cable_octal:51, 8x Iron Cable
gregtech:cable_octal:288, 8x Kanthal Cable
gregtech:cable_octal:55, 8x Lead Cable
gregtech:cable_octal:124, 8x Naquadah Cable
gregtech:cable_octal:2042, 8x Naquadah Alloy Cable
gregtech:cable_octal:294, 8x Nichrome Cable
gregtech:cable_octal:69, 8x Nickel Cable
gregtech:cable_octal:295, 8x Niobium Nitride Cable
gregtech:cable_octal:296, 8x Niobium-Titanium Cable
gregtech:cable_octal:75, 8x Osmium Cable
gregtech:cable_octal:80, 8x Platinum Cable
gregtech:cable_octal:2517, 8x Red Alloy Cable
gregtech:cable_octal:100, 8x Silver Cable
gregtech:cable_octal:324, 8x Steel Cable
gregtech:cable_octal:112, 8x Tin Cable
gregtech:cable_octal:130, 8x Trinium Cable
gregtech:cable_octal:128, 8x Tritanium Cable
gregtech:cable_octal:115, 8x Tungsten Cable
gregtech:cable_octal:2013, 8x Tungstensteel Cable
gregtech:cable_octal:334, 8x Vanadium-Gallium Cable
gregtech:cable_octal:32011, 8x material.vibrant_alloy Cable
gregtech:cable_octal:338, 8x Yttrium Barium Cuprate Cable
gregtech:cable_hex:2, 16x Aluminium Cable
gregtech:cable_hex:252, 16x Annealed Copper Cable
gregtech:cable_hex:2011, 16x Black Steel Cable
gregtech:cable_hex:2527, 16x Blue Alloy Cable
gregtech:cable_hex:23, 16x Cobalt Cable
gregtech:cable_hex:25, 16x Copper Cable
gregtech:cable_hex:274, 16x Cupronickel Cable
gregtech:cable_hex:32020, 16x Draconium Cable
gregtech:cable_hex:32021, 16x Awakened Draconium Cable
gregtech:cable_hex:32017, 16x material.electrical_steel Cable
gregtech:cable_hex:277, 16x Electrum Cable
gregtech:cable_hex:32012, 16x material.energetic_alloy Cable
gregtech:cable_hex:33, 16x Europium Cable
gregtech:cable_hex:41, 16x Gold Cable
gregtech:cable_hex:342, 16x Graphene Cable
gregtech:cable_hex:2516, 16x HSS-G Cable
gregtech:cable_hex:51, 16x Iron Cable
gregtech:cable_hex:288, 16x Kanthal Cable
gregtech:cable_hex:55, 16x Lead Cable
gregtech:cable_hex:124, 16x Naquadah Cable
gregtech:cable_hex:2042, 16x Naquadah Alloy Cable
gregtech:cable_hex:294, 16x Nichrome Cable
gregtech:cable_hex:69, 16x Nickel Cable
gregtech:cable_hex:295, 16x Niobium Nitride Cable
gregtech:cable_hex:296, 16x Niobium-Titanium Cable
gregtech:cable_hex:75, 16x Osmium Cable
gregtech:cable_hex:80, 16x Platinum Cable
gregtech:cable_hex:2517, 16x Red Alloy Cable
gregtech:cable_hex:100, 16x Silver Cable
gregtech:cable_hex:324, 16x Steel Cable
gregtech:cable_hex:112, 16x Tin Cable
gregtech:cable_hex:130, 16x Trinium Cable
gregtech:cable_hex:128, 16x Tritanium Cable
gregtech:cable_hex:115, 16x Tungsten Cable
gregtech:cable_hex:2013, 16x Tungstensteel Cable
gregtech:cable_hex:334, 16x Vanadium-Gallium Cable
gregtech:cable_hex:32011, 16x material.vibrant_alloy Cable
gregtech:cable_hex:338, 16x Yttrium Barium Cuprate Cable
gregtech:fluid_pipe_tiny:2, Tiny Aluminium Fluid Pipe
gregtech:fluid_pipe_tiny:260, Tiny Bronze Fluid Pipe
gregtech:fluid_pipe_tiny:22, Tiny Chrome Fluid Pipe
gregtech:fluid_pipe_tiny:25, Tiny Copper Fluid Pipe
gregtech:fluid_pipe_tiny:32021, Tiny Awakened Draconium Fluid Pipe
gregtech:fluid_pipe_tiny:129, Tiny Duranium Fluid Pipe
gregtech:fluid_pipe_tiny:33, Tiny Europium Fluid Pipe
gregtech:fluid_pipe_tiny:41, Tiny Gold Fluid Pipe
gregtech:fluid_pipe_tiny:50, Tiny Iridium Fluid Pipe
gregtech:fluid_pipe_tiny:55, Tiny Lead Fluid Pipe
gregtech:fluid_pipe_tiny:124, Tiny Naquadah Fluid Pipe
gregtech:fluid_pipe_tiny:127, Tiny Neutronium Fluid Pipe
gregtech:fluid_pipe_tiny:296, Tiny Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_tiny:1012, Tiny Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_tiny:1010, Tiny Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_tiny:1016, Tiny Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_tiny:2037, Tiny Potin Fluid Pipe
gregtech:fluid_pipe_tiny:323, Tiny Stainless Steel Fluid Pipe
gregtech:fluid_pipe_tiny:324, Tiny Steel Fluid Pipe
gregtech:fluid_pipe_tiny:328, Tiny Tin Alloy Fluid Pipe
gregtech:fluid_pipe_tiny:113, Tiny Titanium Fluid Pipe
gregtech:fluid_pipe_tiny:115, Tiny Tungsten Fluid Pipe
gregtech:fluid_pipe_tiny:396, Tiny Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_tiny:2013, Tiny Tungstensteel Fluid Pipe
gregtech:fluid_pipe_tiny:2036, Tiny Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_small:2, Small Aluminium Fluid Pipe
gregtech:fluid_pipe_small:260, Small Bronze Fluid Pipe
gregtech:fluid_pipe_small:22, Small Chrome Fluid Pipe
gregtech:fluid_pipe_small:25, Small Copper Fluid Pipe
gregtech:fluid_pipe_small:32021, Small Awakened Draconium Fluid Pipe
gregtech:fluid_pipe_small:129, Small Duranium Fluid Pipe
gregtech:fluid_pipe_small:33, Small Europium Fluid Pipe
gregtech:fluid_pipe_small:41, Small Gold Fluid Pipe
gregtech:fluid_pipe_small:50, Small Iridium Fluid Pipe
gregtech:fluid_pipe_small:55, Small Lead Fluid Pipe
gregtech:fluid_pipe_small:124, Small Naquadah Fluid Pipe
gregtech:fluid_pipe_small:127, Small Neutronium Fluid Pipe
gregtech:fluid_pipe_small:296, Small Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_small:1012, Small Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_small:1010, Small Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_small:1016, Small Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_small:2037, Small Potin Fluid Pipe
gregtech:fluid_pipe_small:323, Small Stainless Steel Fluid Pipe
gregtech:fluid_pipe_small:324, Small Steel Fluid Pipe
gregtech:fluid_pipe_small:328, Small Tin Alloy Fluid Pipe
gregtech:fluid_pipe_small:113, Small Titanium Fluid Pipe
gregtech:fluid_pipe_small:1648, Small Treated Wood Fluid Pipe
gregtech:fluid_pipe_small:115, Small Tungsten Fluid Pipe
gregtech:fluid_pipe_small:396, Small Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_small:2013, Small Tungstensteel Fluid Pipe
gregtech:fluid_pipe_small:2036, Small Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_small:1617, Small Wood Fluid Pipe
gregtech:fluid_pipe_normal:2, Aluminium Fluid Pipe
gregtech:fluid_pipe_normal:260, Bronze Fluid Pipe
gregtech:fluid_pipe_normal:22, Chrome Fluid Pipe
gregtech:fluid_pipe_normal:25, Copper Fluid Pipe
gregtech:fluid_pipe_normal:32021, Awakened Draconium Fluid Pipe
gregtech:fluid_pipe_normal:129, Duranium Fluid Pipe
gregtech:fluid_pipe_normal:33, Europium Fluid Pipe
gregtech:fluid_pipe_normal:41, Gold Fluid Pipe
gregtech:fluid_pipe_normal:50, Iridium Fluid Pipe
gregtech:fluid_pipe_normal:55, Lead Fluid Pipe
gregtech:fluid_pipe_normal:124, Naquadah Fluid Pipe
gregtech:fluid_pipe_normal:127, Neutronium Fluid Pipe
gregtech:fluid_pipe_normal:296, Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_normal:1012, Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_normal:1010, Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_normal:1016, Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_normal:2037, Potin Fluid Pipe
gregtech:fluid_pipe_normal:323, Stainless Steel Fluid Pipe
gregtech:fluid_pipe_normal:324, Steel Fluid Pipe
gregtech:fluid_pipe_normal:328, Tin Alloy Fluid Pipe
gregtech:fluid_pipe_normal:113, Titanium Fluid Pipe
gregtech:fluid_pipe_normal:1648, Treated Wood Fluid Pipe
gregtech:fluid_pipe_normal:115, Tungsten Fluid Pipe
gregtech:fluid_pipe_normal:396, Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_normal:2013, Tungstensteel Fluid Pipe
gregtech:fluid_pipe_normal:2036, Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_normal:1617, Wood Fluid Pipe
gregtech:fluid_pipe_large:2, Large Aluminium Fluid Pipe
gregtech:fluid_pipe_large:260, Large Bronze Fluid Pipe
gregtech:fluid_pipe_large:22, Large Chrome Fluid Pipe
gregtech:fluid_pipe_large:25, Large Copper Fluid Pipe
gregtech:fluid_pipe_large:32021, Large Awakened Draconium Fluid Pipe
gregtech:fluid_pipe_large:129, Large Duranium Fluid Pipe
gregtech:fluid_pipe_large:33, Large Europium Fluid Pipe
gregtech:fluid_pipe_large:41, Large Gold Fluid Pipe
gregtech:fluid_pipe_large:50, Large Iridium Fluid Pipe
gregtech:fluid_pipe_large:55, Large Lead Fluid Pipe
gregtech:fluid_pipe_large:124, Large Naquadah Fluid Pipe
gregtech:fluid_pipe_large:127, Large Neutronium Fluid Pipe
gregtech:fluid_pipe_large:296, Large Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_large:1012, Large Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_large:1010, Large Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_large:1016, Large Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_large:2037, Large Potin Fluid Pipe
gregtech:fluid_pipe_large:323, Large Stainless Steel Fluid Pipe
gregtech:fluid_pipe_large:324, Large Steel Fluid Pipe
gregtech:fluid_pipe_large:328, Large Tin Alloy Fluid Pipe
gregtech:fluid_pipe_large:113, Large Titanium Fluid Pipe
gregtech:fluid_pipe_large:1648, Large Treated Wood Fluid Pipe
gregtech:fluid_pipe_large:115, Large Tungsten Fluid Pipe
gregtech:fluid_pipe_large:396, Large Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_large:2013, Large Tungstensteel Fluid Pipe
gregtech:fluid_pipe_large:2036, Large Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_large:1617, Large Wood Fluid Pipe
gregtech:fluid_pipe_huge:2, Huge Aluminium Fluid Pipe
gregtech:fluid_pipe_huge:260, Huge Bronze Fluid Pipe
gregtech:fluid_pipe_huge:22, Huge Chrome Fluid Pipe
gregtech:fluid_pipe_huge:25, Huge Copper Fluid Pipe
gregtech:fluid_pipe_huge:32021, Huge Awakened Draconium Fluid Pipe
gregtech:fluid_pipe_huge:129, Huge Duranium Fluid Pipe
gregtech:fluid_pipe_huge:33, Huge Europium Fluid Pipe
gregtech:fluid_pipe_huge:41, Huge Gold Fluid Pipe
gregtech:fluid_pipe_huge:50, Huge Iridium Fluid Pipe
gregtech:fluid_pipe_huge:55, Huge Lead Fluid Pipe
gregtech:fluid_pipe_huge:124, Huge Naquadah Fluid Pipe
gregtech:fluid_pipe_huge:127, Huge Neutronium Fluid Pipe
gregtech:fluid_pipe_huge:296, Huge Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_huge:1012, Huge Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_huge:1010, Huge Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_huge:1016, Huge Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_huge:2037, Huge Potin Fluid Pipe
gregtech:fluid_pipe_huge:323, Huge Stainless Steel Fluid Pipe
gregtech:fluid_pipe_huge:324, Huge Steel Fluid Pipe
gregtech:fluid_pipe_huge:328, Huge Tin Alloy Fluid Pipe
gregtech:fluid_pipe_huge:113, Huge Titanium Fluid Pipe
gregtech:fluid_pipe_huge:115, Huge Tungsten Fluid Pipe
gregtech:fluid_pipe_huge:396, Huge Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_huge:2013, Huge Tungstensteel Fluid Pipe
gregtech:fluid_pipe_huge:2036, Huge Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_quadruple:2, Quadruple Aluminium Fluid Pipe
gregtech:fluid_pipe_quadruple:260, Quadruple Bronze Fluid Pipe
gregtech:fluid_pipe_quadruple:22, Quadruple Chrome Fluid Pipe
gregtech:fluid_pipe_quadruple:25, Quadruple Copper Fluid Pipe
gregtech:fluid_pipe_quadruple:32021, Quadruple Awakened Draconium Fluid Pipe
gregtech:fluid_pipe_quadruple:129, Quadruple Duranium Fluid Pipe
gregtech:fluid_pipe_quadruple:33, Quadruple Europium Fluid Pipe
gregtech:fluid_pipe_quadruple:41, Quadruple Gold Fluid Pipe
gregtech:fluid_pipe_quadruple:50, Quadruple Iridium Fluid Pipe
gregtech:fluid_pipe_quadruple:55, Quadruple Lead Fluid Pipe
gregtech:fluid_pipe_quadruple:124, Quadruple Naquadah Fluid Pipe
gregtech:fluid_pipe_quadruple:127, Quadruple Neutronium Fluid Pipe
gregtech:fluid_pipe_quadruple:296, Quadruple Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_quadruple:1012, Quadruple Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_quadruple:1010, Quadruple Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_quadruple:1016, Quadruple Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_quadruple:2037, Quadruple Potin Fluid Pipe
gregtech:fluid_pipe_quadruple:323, Quadruple Stainless Steel Fluid Pipe
gregtech:fluid_pipe_quadruple:324, Quadruple Steel Fluid Pipe
gregtech:fluid_pipe_quadruple:328, Quadruple Tin Alloy Fluid Pipe
gregtech:fluid_pipe_quadruple:113, Quadruple Titanium Fluid Pipe
gregtech:fluid_pipe_quadruple:115, Quadruple Tungsten Fluid Pipe
gregtech:fluid_pipe_quadruple:396, Quadruple Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_quadruple:2013, Quadruple Tungstensteel Fluid Pipe
gregtech:fluid_pipe_quadruple:2036, Quadruple Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_nonuple:2, Nonuple Aluminium Fluid Pipe
gregtech:fluid_pipe_nonuple:260, Nonuple Bronze Fluid Pipe
gregtech:fluid_pipe_nonuple:22, Nonuple Chrome Fluid Pipe
gregtech:fluid_pipe_nonuple:25, Nonuple Copper Fluid Pipe
gregtech:fluid_pipe_nonuple:32021, Nonuple Awakened Draconium Fluid Pipe
gregtech:fluid_pipe_nonuple:129, Nonuple Duranium Fluid Pipe
gregtech:fluid_pipe_nonuple:33, Nonuple Europium Fluid Pipe
gregtech:fluid_pipe_nonuple:41, Nonuple Gold Fluid Pipe
gregtech:fluid_pipe_nonuple:50, Nonuple Iridium Fluid Pipe
gregtech:fluid_pipe_nonuple:55, Nonuple Lead Fluid Pipe
gregtech:fluid_pipe_nonuple:124, Nonuple Naquadah Fluid Pipe
gregtech:fluid_pipe_nonuple:127, Nonuple Neutronium Fluid Pipe
gregtech:fluid_pipe_nonuple:296, Nonuple Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_nonuple:1012, Nonuple Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_nonuple:1010, Nonuple Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_nonuple:1016, Nonuple Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_nonuple:2037, Nonuple Potin Fluid Pipe
gregtech:fluid_pipe_nonuple:323, Nonuple Stainless Steel Fluid Pipe
gregtech:fluid_pipe_nonuple:324, Nonuple Steel Fluid Pipe
gregtech:fluid_pipe_nonuple:328, Nonuple Tin Alloy Fluid Pipe
gregtech:fluid_pipe_nonuple:113, Nonuple Titanium Fluid Pipe
gregtech:fluid_pipe_nonuple:115, Nonuple Tungsten Fluid Pipe
gregtech:fluid_pipe_nonuple:396, Nonuple Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_nonuple:2013, Nonuple Tungstensteel Fluid Pipe
gregtech:fluid_pipe_nonuple:2036, Nonuple Vanadiumsteel Fluid Pipe
gregtech:item_pipe_small:300, Small Sterling Silver Item Pipe
gregtech:item_pipe_small:344, Small Osmiridium Item Pipe
gregtech:item_pipe_small:302, Small Black Bronze Item Pipe
gregtech:item_pipe_small:23, Small Cobalt Item Pipe
gregtech:item_pipe_small:1007, Small Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_small:2014, Small Cobalt Brass Item Pipe
gregtech:item_pipe_small:112, Small Tin Item Pipe
gregtech:item_pipe_small:331, Small Ultimet Item Pipe
gregtech:item_pipe_small:274, Small Cupronickel Item Pipe
gregtech:item_pipe_small:75, Small Osmium Item Pipe
gregtech:item_pipe_small:277, Small Electrum Item Pipe
gregtech:item_pipe_small:290, Small Magnalium Item Pipe
gregtech:item_pipe_small:3, Small Americium Item Pipe
gregtech:item_pipe_small:69, Small Nickel Item Pipe
gregtech:item_pipe_small:80, Small Platinum Item Pipe
gregtech:item_pipe_small:259, Small Brass Item Pipe
gregtech:item_pipe_small:301, Small Rose Gold Item Pipe
gregtech:item_pipe_normal:300, Sterling Silver Item Pipe
gregtech:item_pipe_normal:344, Osmiridium Item Pipe
gregtech:item_pipe_normal:302, Black Bronze Item Pipe
gregtech:item_pipe_normal:23, Cobalt Item Pipe
gregtech:item_pipe_normal:1007, Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_normal:2014, Cobalt Brass Item Pipe
gregtech:item_pipe_normal:112, Tin Item Pipe
gregtech:item_pipe_normal:331, Ultimet Item Pipe
gregtech:item_pipe_normal:274, Cupronickel Item Pipe
gregtech:item_pipe_normal:75, Osmium Item Pipe
gregtech:item_pipe_normal:277, Electrum Item Pipe
gregtech:item_pipe_normal:290, Magnalium Item Pipe
gregtech:item_pipe_normal:3, Americium Item Pipe
gregtech:item_pipe_normal:69, Nickel Item Pipe
gregtech:item_pipe_normal:80, Platinum Item Pipe
gregtech:item_pipe_normal:259, Brass Item Pipe
gregtech:item_pipe_normal:301, Rose Gold Item Pipe
gregtech:item_pipe_large:300, Large Sterling Silver Item Pipe
gregtech:item_pipe_large:344, Large Osmiridium Item Pipe
gregtech:item_pipe_large:302, Large Black Bronze Item Pipe
gregtech:item_pipe_large:23, Large Cobalt Item Pipe
gregtech:item_pipe_large:1007, Large Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_large:2014, Large Cobalt Brass Item Pipe
gregtech:item_pipe_large:112, Large Tin Item Pipe
gregtech:item_pipe_large:331, Large Ultimet Item Pipe
gregtech:item_pipe_large:274, Large Cupronickel Item Pipe
gregtech:item_pipe_large:75, Large Osmium Item Pipe
gregtech:item_pipe_large:277, Large Electrum Item Pipe
gregtech:item_pipe_large:290, Large Magnalium Item Pipe
gregtech:item_pipe_large:3, Large Americium Item Pipe
gregtech:item_pipe_large:69, Large Nickel Item Pipe
gregtech:item_pipe_large:80, Large Platinum Item Pipe
gregtech:item_pipe_large:259, Large Brass Item Pipe
gregtech:item_pipe_large:301, Large Rose Gold Item Pipe
gregtech:item_pipe_huge:300, Huge Sterling Silver Item Pipe
gregtech:item_pipe_huge:344, Huge Osmiridium Item Pipe
gregtech:item_pipe_huge:302, Huge Black Bronze Item Pipe
gregtech:item_pipe_huge:23, Huge Cobalt Item Pipe
gregtech:item_pipe_huge:1007, Huge Polyvinyl Chloride (PVC) Item Pipe
gregtech:item_pipe_huge:2014, Huge Cobalt Brass Item Pipe
gregtech:item_pipe_huge:112, Huge Tin Item Pipe
gregtech:item_pipe_huge:331, Huge Ultimet Item Pipe
gregtech:item_pipe_huge:274, Huge Cupronickel Item Pipe
gregtech:item_pipe_huge:75, Huge Osmium Item Pipe
gregtech:item_pipe_huge:277, Huge Electrum Item Pipe
gregtech:item_pipe_huge:290, Huge Magnalium Item Pipe
gregtech:item_pipe_huge:3, Huge Americium Item Pipe
gregtech:item_pipe_huge:69, Huge Nickel Item Pipe
gregtech:item_pipe_huge:80, Huge Platinum Item Pipe
gregtech:item_pipe_huge:259, Huge Brass Item Pipe
gregtech:item_pipe_huge:301, Huge Rose Gold Item Pipe
